ticket_id,customer_id,created_date,issue_type,severity,resolution_time_hrs,resolved
TKT_0003020,CUST_005311,2023-11-10,Billing,Low,7.18,1
TKT_0003021,CUST_005312,2023-09-02,Content,Medium,30.12,1
TKT_0003022,CUST_005312,2023-09-22,Technical,High,36.96,1
TKT_0003023,CUST_005316,2022-06-29,Technical,Low,8.15,1
TKT_0003024,CUST_005317,2022-08-28,Billing,Low,7.41,1
TKT_0003025,CUST_005322,2023-01-08,Technical,Low,10.81,1
TKT_0003026,CUST_005325,2024-04-26,Technical,Medium,27.71,1
TKT_0003027,CUST_005325,2024-01-01,Billing,Low,14.75,1
TKT_0003028,CUST_005327,2022-05-11,Technical,Medium,32.74,1
TKT_0003029,CUST_005330,2023-11-16,Content,Low,7.55,1
TKT_0003030,CUST_005341,2022-11-27,Technical,Low,5.54,1
TKT_0003031,CUST_005341,2023-12-29,Content,Medium,25.95,1
TKT_0003032,CUST_005343,2024-09-08,Content,Medium,39.81,1
TKT_0003033,CUST_005345,2022-02-14,Billing,High,45.76,1
TKT_0003034,CUST_005346,2023-01-15,Content,Medium,25.93,1
TKT_0003035,CUST_005346,2022-07-14,Content,Medium,17.12,1
TKT_0003036,CUST_005346,2023-05-11,Technical,Medium,29.33,1
TKT_0003037,CUST_005347,2024-06-12,Content,High,66.03,0
TKT_0003038,CUST_005349,2023-10-26,Technical,Medium,39.48,1
TKT_0003039,CUST_005355,2024-09-23,Technical,Medium,27.53,1
TKT_0003040,CUST_005357,2024-05-12,Technical,High,59.97,1
TKT_0003041,CUST_005357,2022-06-21,Technical,High,45.4,1
TKT_0003042,CUST_005361,2022-12-04,Billing,High,34.1,1
TKT_0003043,CUST_005361,2022-02-25,Technical,Low,10.98,1
TKT_0003044,CUST_005364,2024-02-25,Technical,Medium,28.07,1
TKT_0003045,CUST_005364,2024-05-17,Content,High,65.34,1
TKT_0003046,CUST_005365,2023-12-11,Billing,High,58.4,1
TKT_0003047,CUST_005366,2022-02-05,Technical,Medium,14.29,1
TKT_0003048,CUST_005367,2023-04-26,Technical,Low,9.93,1
TKT_0003049,CUST_005367,2024-02-06,Billing,High,38.58,1
TKT_0003050,CUST_005368,2022-08-02,Billing,Medium,30.51,1
TKT_0003051,CUST_005372,2023-05-19,Technical,Medium,19.56,1
TKT_0003052,CUST_005373,2023-03-21,Technical,Medium,20.72,1
TKT_0003053,CUST_005374,2022-12-02,Billing,Low,2.97,1
TKT_0003054,CUST_005380,2022-01-29,Content,Low,8.35,1
TKT_0003055,CUST_005384,2024-06-27,Content,Low,10.11,0
TKT_0003056,CUST_005384,2022-06-25,Billing,Low,6.41,0
TKT_0003057,CUST_005385,2023-05-14,Technical,Medium,15.65,1
TKT_0003058,CUST_005385,2023-04-01,Billing,Medium,12.4,1
TKT_0003059,CUST_005387,2024-02-03,Billing,High,48.25,1
TKT_0003060,CUST_005387,2023-07-12,Technical,Medium,21.48,1
TKT_0003061,CUST_005388,2024-03-03,Technical,Low,6.16,1
TKT_0003062,CUST_005388,2023-09-28,Billing,Low,9.29,1
TKT_0003063,CUST_005389,2024-04-29,Content,High,43.03,1
TKT_0003064,CUST_005390,2024-04-18,Technical,Medium,26.49,1
TKT_0003065,CUST_005390,2022-05-09,Billing,Low,8.69,1
TKT_0003066,CUST_005396,2022-03-25,Technical,Low,7.83,1
TKT_0003067,CUST_005398,2024-08-27,Billing,Low,13.71,1
TKT_0003068,CUST_005400,2023-01-25,Content,High,61.33,1
TKT_0003069,CUST_005400,2024-05-26,Technical,Low,5.06,1
TKT_0003070,CUST_005403,2023-11-06,Billing,Low,2.05,1
TKT_0003071,CUST_005404,2022-07-12,Billing,Medium,25.86,1
TKT_0003072,CUST_005405,2022-03-29,Content,Low,5.69,1
TKT_0003073,CUST_005405,2022-11-05,Billing,Low,5.07,1
TKT_0003074,CUST_005406,2023-06-10,Technical,Medium,27.27,1
TKT_0003075,CUST_005408,2024-08-08,Billing,Low,1.76,1
TKT_0003076,CUST_005408,2022-12-21,Technical,Low,5.23,1
TKT_0003077,CUST_005411,2022-04-14,Technical,Low,2.02,1
TKT_0003078,CUST_005412,2022-03-04,Billing,High,76.86,1
TKT_0003079,CUST_005414,2022-06-02,Billing,Low,10.71,1
TKT_0003080,CUST_005414,2024-12-16,Content,Low,9.74,1
TKT_0003081,CUST_005416,2022-07-21,Technical,Medium,22.31,1
TKT_0003082,CUST_005417,2022-02-10,Billing,Low,8.4,1
TKT_0003083,CUST_005418,2024-07-28,Technical,Low,10.02,1
TKT_0003084,CUST_005419,2024-05-09,Content,Medium,17.42,1
TKT_0003085,CUST_005420,2023-11-15,Billing,Low,16.21,1
TKT_0003086,CUST_005421,2023-01-18,Billing,Medium,9.35,1
TKT_0003087,CUST_005422,2022-08-01,Technical,Low,11.02,1
TKT_0003088,CUST_005423,2022-12-19,Technical,Low,6.53,1
TKT_0003089,CUST_005427,2023-09-10,Billing,Low,5.76,1
TKT_0003090,CUST_005428,2024-02-01,Technical,Medium,25.86,1
TKT_0003091,CUST_005431,2022-12-28,Technical,High,23.83,1
TKT_0003092,CUST_005434,2024-01-03,Billing,Low,8.13,1
TKT_0003093,CUST_005434,2023-08-18,Content,Low,12.08,1
TKT_0003094,CUST_005436,2022-03-16,Technical,Low,7.94,1
TKT_0003095,CUST_005437,2022-03-28,Technical,High,40.62,1
TKT_0003096,CUST_005437,2022-02-25,Technical,Medium,30.27,1
TKT_0003097,CUST_005437,2022-04-07,Billing,Medium,19.81,1
TKT_0003098,CUST_005438,2023-07-11,Billing,Low,10.34,1
TKT_0003099,CUST_005442,2022-08-13,Technical,Low,9.34,1
TKT_0003100,CUST_005444,2024-10-02,Billing,Medium,27.29,1
TKT_0003101,CUST_005444,2023-06-04,Content,Medium,14.68,1
TKT_0003102,CUST_005445,2022-12-08,Technical,High,54.67,1
TKT_0003103,CUST_005446,2022-03-25,Technical,Low,9.84,1
TKT_0003104,CUST_005446,2023-11-22,Billing,Low,3.94,1
TKT_0003105,CUST_005448,2023-06-08,Content,Medium,12.2,1
TKT_0003106,CUST_005449,2024-01-13,Billing,Medium,19.97,1
TKT_0003107,CUST_005452,2024-09-29,Technical,Medium,15.4,1
TKT_0003108,CUST_005455,2023-01-18,Technical,High,54.73,1
TKT_0003109,CUST_005455,2022-04-09,Billing,Low,8.55,1
TKT_0003110,CUST_005458,2024-04-20,Technical,Low,11.99,1
TKT_0003111,CUST_005460,2024-11-17,Technical,Medium,17.04,0
TKT_0003112,CUST_005461,2023-04-10,Technical,High,53.57,1
TKT_0003113,CUST_005463,2023-03-02,Content,Low,4.36,1
TKT_0003114,CUST_005466,2024-01-03,Billing,High,74.83,1
TKT_0003115,CUST_005467,2024-04-04,Technical,High,57.77,1
TKT_0003116,CUST_005467,2024-04-25,Technical,High,41.06,1
TKT_0003117,CUST_005471,2024-09-24,Technical,Medium,21.21,1
TKT_0003118,CUST_005475,2022-10-22,Technical,Low,0.5,1
TKT_0003119,CUST_005479,2022-06-12,Technical,Medium,41.56,1
TKT_0003120,CUST_005480,2022-05-10,Content,Medium,16.23,1
TKT_0003121,CUST_005483,2024-12-31,Billing,Low,7.57,1
TKT_0003122,CUST_005484,2024-05-10,Technical,Medium,28.3,1
TKT_0003123,CUST_005485,2022-05-21,Billing,Low,4.53,1
TKT_0003124,CUST_005486,2023-01-27,Technical,Low,4.83,1
TKT_0003125,CUST_005486,2023-04-16,Technical,Medium,26.48,1
TKT_0003126,CUST_005487,2024-05-03,Billing,Medium,19.26,1
TKT_0003127,CUST_005490,2022-09-08,Technical,Medium,22.87,1
TKT_0003128,CUST_005491,2023-12-12,Content,Low,7.9,1
TKT_0003129,CUST_005491,2024-03-04,Content,High,40.89,1
TKT_0003130,CUST_005491,2023-03-23,Technical,Medium,15.1,1
TKT_0003131,CUST_005491,2022-04-17,Content,Medium,34.09,1
TKT_0003132,CUST_005491,2024-02-13,Billing,High,41.6,1
TKT_0003133,CUST_005494,2023-12-17,Billing,Medium,24.94,1
TKT_0003134,CUST_005497,2023-08-07,Technical,Low,6.59,1
TKT_0003135,CUST_005498,2024-02-03,Content,Medium,22.6,1
TKT_0003136,CUST_005499,2024-02-14,Content,Low,10.55,1
TKT_0003137,CUST_005504,2024-01-20,Billing,High,32.58,1
TKT_0003138,CUST_005509,2024-12-09,Content,Medium,20.87,1
TKT_0003139,CUST_005510,2022-05-31,Technical,Low,12.11,1
TKT_0003140,CUST_005510,2023-04-10,Content,Low,6.22,1
TKT_0003141,CUST_005511,2024-01-30,Technical,Medium,16.37,1
TKT_0003142,CUST_005512,2022-04-15,Billing,Low,8.78,1
TKT_0003143,CUST_005513,2023-05-20,Technical,Low,7.02,1
TKT_0003144,CUST_005513,2022-09-02,Content,Low,11.27,1
TKT_0003145,CUST_005513,2023-06-18,Technical,Low,5.53,1
TKT_0003146,CUST_005513,2023-05-17,Technical,Medium,27.16,1
TKT_0003147,CUST_005514,2023-05-17,Technical,Low,5.88,1
TKT_0003148,CUST_005514,2022-05-15,Technical,Low,6.98,0
TKT_0003149,CUST_005521,2022-07-05,Technical,Low,13.22,1
TKT_0003150,CUST_005523,2022-09-03,Technical,High,65.98,1
TKT_0003151,CUST_005524,2023-09-14,Technical,Low,4.5,1
TKT_0003152,CUST_005525,2024-10-29,Billing,Low,3.18,1
TKT_0003153,CUST_005526,2024-09-18,Technical,Medium,15.86,1
TKT_0003154,CUST_005529,2022-11-18,Content,Medium,23.64,1
TKT_0003155,CUST_005529,2023-08-22,Billing,High,23.75,1
TKT_0003156,CUST_005533,2023-04-28,Content,Low,2.88,1
TKT_0003157,CUST_005536,2024-03-28,Technical,Medium,34.04,1
TKT_0003158,CUST_005539,2022-08-09,Technical,High,55.33,1
TKT_0003159,CUST_005543,2022-08-11,Technical,Low,6.98,1
TKT_0003160,CUST_005546,2023-11-10,Content,Low,9.74,1
TKT_0003161,CUST_005548,2022-03-12,Billing,Low,11.9,1
TKT_0003162,CUST_005552,2023-02-09,Technical,Low,7.69,1
TKT_0003163,CUST_005553,2024-04-28,Content,High,68.56,1
TKT_0003164,CUST_005555,2023-12-03,Billing,High,55.01,1
TKT_0003165,CUST_005555,2023-03-24,Content,Low,8.09,1
TKT_0003166,CUST_005557,2024-06-23,Technical,Low,9.17,1
TKT_0003167,CUST_005557,2024-08-09,Technical,Medium,23.51,1
TKT_0003168,CUST_005559,2023-10-14,Billing,High,46.68,1
TKT_0003169,CUST_005561,2024-03-04,Technical,Medium,24.31,1
TKT_0003170,CUST_005561,2024-05-26,Technical,Medium,37.04,1
TKT_0003171,CUST_005563,2023-04-21,Content,Low,8.67,1
TKT_0003172,CUST_005569,2023-02-13,Technical,Medium,24.95,1
TKT_0003173,CUST_005569,2023-05-27,Technical,Low,9.1,1
TKT_0003174,CUST_005569,2022-09-07,Technical,High,32.6,1
TKT_0003175,CUST_005571,2024-07-04,Content,Medium,24.51,1
TKT_0003176,CUST_005572,2024-02-24,Technical,Medium,30.31,1
TKT_0003177,CUST_005572,2024-12-08,Technical,Low,9.24,1
TKT_0003178,CUST_005572,2024-12-06,Content,Low,4.48,1
TKT_0003179,CUST_005573,2024-08-02,Technical,Low,8.39,1
TKT_0003180,CUST_005574,2023-07-11,Technical,Medium,8.31,0
TKT_0003181,CUST_005574,2023-07-06,Technical,Low,10.43,1
TKT_0003182,CUST_005576,2022-09-10,Technical,Medium,24.06,1
TKT_0003183,CUST_005576,2022-02-09,Billing,Low,9.76,1
TKT_0003184,CUST_005578,2022-10-12,Technical,Low,6.99,1
TKT_0003185,CUST_005580,2024-05-26,Technical,High,80.91,1
TKT_0003186,CUST_005582,2024-11-21,Technical,Low,13.97,1
TKT_0003187,CUST_005583,2022-11-09,Technical,Low,8.03,1
TKT_0003188,CUST_005584,2024-12-07,Billing,Low,6.67,1
TKT_0003189,CUST_005586,2023-08-27,Technical,Medium,21.03,1
TKT_0003190,CUST_005586,2024-05-05,Technical,Low,8.17,1
TKT_0003191,CUST_005589,2024-07-18,Content,Low,11.56,1
TKT_0003192,CUST_005594,2024-06-20,Content,High,61.2,1
TKT_0003193,CUST_005598,2024-12-25,Content,Medium,36.18,1
TKT_0003194,CUST_005599,2024-01-20,Content,Low,4.13,1
TKT_0003195,CUST_005605,2022-11-19,Billing,Low,6.73,1
TKT_0003196,CUST_005608,2023-06-03,Technical,Medium,28.77,1
TKT_0003197,CUST_005610,2023-05-31,Technical,Low,7.13,1
TKT_0003198,CUST_005615,2022-03-22,Technical,Medium,31.91,1
TKT_0003199,CUST_005616,2023-01-14,Technical,Low,10.52,1
TKT_0003200,CUST_005617,2023-05-27,Billing,High,34.34,1
TKT_0003201,CUST_005617,2023-02-07,Content,Low,6.56,1
TKT_0003202,CUST_005619,2024-05-24,Content,High,20.11,1
TKT_0003203,CUST_005621,2022-04-25,Billing,Low,6.92,1
TKT_0003204,CUST_005622,2024-12-23,Billing,Low,9.9,1
TKT_0003205,CUST_005627,2024-01-08,Technical,Medium,30.21,1
TKT_0003206,CUST_005628,2022-03-27,Technical,Low,6.52,1
TKT_0003207,CUST_005630,2023-10-04,Technical,Medium,15.88,1
TKT_0003208,CUST_005633,2023-02-07,Technical,Low,7.1,1
TKT_0003209,CUST_005633,2023-08-28,Billing,High,14.36,1
TKT_0003210,CUST_005637,2022-09-09,Technical,Medium,25.88,1
TKT_0003211,CUST_005637,2022-09-20,Technical,Medium,12.63,0
TKT_0003212,CUST_005638,2024-05-12,Technical,Medium,19.66,1
TKT_0003213,CUST_005639,2022-07-09,Technical,Low,8.18,1
TKT_0003214,CUST_005641,2024-10-29,Billing,Low,8.35,1
TKT_0003215,CUST_005646,2024-11-20,Technical,Low,3.19,1
TKT_0003216,CUST_005648,2022-08-16,Technical,Low,12.26,1
TKT_0003217,CUST_005649,2024-05-30,Billing,Low,4.47,1
TKT_0003218,CUST_005650,2023-06-24,Content,Medium,10.6,1
TKT_0003219,CUST_005651,2022-07-06,Technical,Low,4.4,1
TKT_0003220,CUST_005652,2022-12-24,Billing,Medium,13.45,1
TKT_0003221,CUST_005652,2022-03-10,Billing,Medium,26.94,1
TKT_0003222,CUST_005655,2022-02-27,Technical,High,21.36,1
TKT_0003223,CUST_005659,2023-07-10,Technical,Low,9.84,1
TKT_0003224,CUST_005659,2023-01-31,Billing,High,52.39,1
TKT_0003225,CUST_005660,2024-01-05,Technical,Low,12.6,1
TKT_0003226,CUST_005661,2024-07-26,Billing,Low,11.26,1
TKT_0003227,CUST_005662,2023-08-28,Technical,Medium,26.28,1
TKT_0003228,CUST_005663,2024-03-05,Technical,High,65.0,1
TKT_0003229,CUST_005663,2022-11-02,Content,Medium,5.31,1
TKT_0003230,CUST_005665,2022-08-12,Technical,Low,5.14,1
TKT_0003231,CUST_005667,2023-03-02,Content,Low,5.77,1
TKT_0003232,CUST_005668,2024-06-22,Technical,Medium,27.93,0
TKT_0003233,CUST_005672,2022-10-26,Technical,Low,6.34,1
TKT_0003234,CUST_005673,2023-03-27,Technical,Medium,33.6,1
TKT_0003235,CUST_005673,2022-08-10,Billing,Low,1.68,1
TKT_0003236,CUST_005675,2024-04-16,Technical,Low,8.79,1
TKT_0003237,CUST_005676,2024-05-29,Billing,Medium,22.68,1
TKT_0003238,CUST_005677,2024-06-16,Technical,Medium,29.58,1
TKT_0003239,CUST_005678,2022-09-22,Billing,Medium,21.13,1
TKT_0003240,CUST_005680,2023-06-12,Technical,Low,6.92,1
TKT_0003241,CUST_005681,2022-05-03,Technical,Low,7.32,1
TKT_0003242,CUST_005684,2024-04-11,Technical,Low,6.87,1
TKT_0003243,CUST_005684,2024-10-23,Billing,Low,7.94,1
TKT_0003244,CUST_005686,2022-10-28,Content,Low,7.77,1
TKT_0003245,CUST_005686,2023-09-08,Billing,High,60.5,1
TKT_0003246,CUST_005689,2024-05-28,Technical,Low,8.01,1
TKT_0003247,CUST_005690,2023-04-19,Technical,Low,7.84,1
TKT_0003248,CUST_005693,2022-04-30,Technical,Low,6.6,1
TKT_0003249,CUST_005694,2023-05-03,Billing,Low,12.77,1
TKT_0003250,CUST_005694,2022-10-27,Billing,Low,12.43,1
TKT_0003251,CUST_005695,2022-06-30,Technical,High,42.64,1
TKT_0003252,CUST_005695,2024-10-28,Technical,Medium,18.87,1
TKT_0003253,CUST_005696,2022-05-31,Content,Low,11.05,1
TKT_0003254,CUST_005697,2022-01-11,Technical,Low,6.4,1
TKT_0003255,CUST_005697,2024-05-18,Technical,Medium,22.2,1
TKT_0003256,CUST_005697,2023-01-18,Billing,High,39.69,1
TKT_0003257,CUST_005698,2022-12-17,Technical,Medium,23.11,0
TKT_0003258,CUST_005700,2023-01-18,Billing,Low,1.04,1
TKT_0003259,CUST_005702,2024-03-02,Technical,Medium,28.64,1
TKT_0003260,CUST_005705,2022-09-26,Billing,Low,8.71,0
TKT_0003261,CUST_005705,2022-01-15,Technical,Medium,23.37,1
TKT_0003262,CUST_005705,2023-05-01,Technical,Medium,19.26,1
TKT_0003263,CUST_005707,2022-07-24,Technical,Medium,48.23,1
TKT_0003264,CUST_005708,2022-02-09,Technical,High,68.84,1
TKT_0003265,CUST_005712,2024-01-02,Technical,Low,8.57,1
TKT_0003266,CUST_005716,2023-04-10,Billing,High,37.44,1
TKT_0003267,CUST_005719,2023-11-09,Technical,High,75.37,1
TKT_0003268,CUST_005721,2024-01-08,Billing,Low,2.88,1
TKT_0003269,CUST_005723,2024-02-06,Technical,High,14.8,1
TKT_0003270,CUST_005723,2023-11-15,Content,Low,5.83,1
TKT_0003271,CUST_005723,2024-03-19,Billing,High,45.56,1
TKT_0003272,CUST_005725,2023-11-30,Technical,Medium,21.9,1
TKT_0003273,CUST_005727,2024-08-30,Billing,Medium,9.98,1
TKT_0003274,CUST_005729,2023-06-20,Billing,Low,9.49,1
TKT_0003275,CUST_005735,2024-01-20,Technical,Low,10.32,1
TKT_0003276,CUST_005738,2022-09-10,Billing,Medium,43.0,1
TKT_0003277,CUST_005738,2023-10-14,Technical,High,58.74,1
TKT_0003278,CUST_005739,2022-12-31,Technical,Medium,35.55,1
TKT_0003279,CUST_005743,2023-01-18,Technical,Medium,28.91,1
TKT_0003280,CUST_005745,2022-03-26,Billing,High,22.35,1
TKT_0003281,CUST_005747,2024-01-08,Technical,Low,7.97,1
TKT_0003282,CUST_005749,2022-09-13,Content,Medium,24.49,1
TKT_0003283,CUST_005750,2024-12-01,Content,Low,6.17,1
TKT_0003284,CUST_005752,2023-06-12,Technical,Low,5.73,1
TKT_0003285,CUST_005754,2024-10-09,Billing,Low,10.18,1
TKT_0003286,CUST_005755,2022-08-15,Technical,Low,8.05,1
TKT_0003287,CUST_005756,2022-03-23,Technical,Medium,24.0,1
TKT_0003288,CUST_005757,2023-08-27,Billing,Low,9.78,0
TKT_0003289,CUST_005757,2022-03-05,Technical,Low,3.72,1
TKT_0003290,CUST_005761,2024-04-15,Technical,Low,15.24,1
TKT_0003291,CUST_005763,2024-10-12,Technical,Medium,28.43,1
TKT_0003292,CUST_005766,2024-10-12,Technical,Medium,12.57,1
TKT_0003293,CUST_005766,2024-06-10,Billing,Low,13.16,1
TKT_0003294,CUST_005767,2024-05-06,Technical,High,43.81,1
TKT_0003295,CUST_005770,2022-01-01,Technical,High,35.45,1
TKT_0003296,CUST_005771,2023-07-01,Content,Medium,20.15,1
TKT_0003297,CUST_005772,2023-07-20,Technical,Low,7.94,1
TKT_0003298,CUST_005776,2022-04-09,Technical,Low,5.0,1
TKT_0003299,CUST_005777,2022-07-16,Content,High,44.37,1
TKT_0003300,CUST_005778,2023-01-22,Billing,Low,10.91,1
TKT_0003301,CUST_005779,2023-11-04,Technical,High,34.38,1
TKT_0003302,CUST_005782,2023-09-21,Technical,Medium,24.04,1
TKT_0003303,CUST_005782,2022-10-22,Content,Medium,11.15,1
TKT_0003304,CUST_005784,2022-11-16,Content,Low,3.33,1
TKT_0003305,CUST_005784,2024-03-31,Billing,Low,10.48,1
TKT_0003306,CUST_005785,2023-07-31,Technical,Low,5.49,1
TKT_0003307,CUST_005785,2023-07-18,Billing,Low,2.52,1
TKT_0003308,CUST_005790,2024-07-02,Billing,Medium,24.27,1
TKT_0003309,CUST_005792,2023-09-13,Technical,Low,7.9,1
TKT_0003310,CUST_005792,2024-08-10,Technical,Medium,10.98,1
TKT_0003311,CUST_005796,2024-08-25,Technical,Medium,29.51,1
TKT_0003312,CUST_005796,2024-08-16,Billing,Medium,21.74,1
TKT_0003313,CUST_005796,2022-09-23,Content,Medium,27.52,1
TKT_0003314,CUST_005800,2022-03-13,Billing,Low,6.4,1
TKT_0003315,CUST_005803,2024-12-18,Technical,Medium,24.65,1
TKT_0003316,CUST_005805,2023-02-17,Billing,Medium,20.49,1
TKT_0003317,CUST_005808,2023-01-09,Content,High,45.77,1
TKT_0003318,CUST_005813,2022-03-04,Technical,High,43.48,1
TKT_0003319,CUST_005814,2024-07-08,Technical,Low,5.83,1
TKT_0003320,CUST_005815,2023-04-03,Technical,Low,4.98,1
TKT_0003321,CUST_005822,2024-11-30,Technical,High,65.95,1
TKT_0003322,CUST_005824,2023-11-17,Technical,Low,8.54,1
TKT_0003323,CUST_005826,2023-10-19,Billing,Low,10.22,1
TKT_0003324,CUST_005827,2022-04-16,Content,Medium,23.54,1
TKT_0003325,CUST_005830,2022-01-19,Technical,Medium,19.89,1
TKT_0003326,CUST_005833,2022-07-13,Billing,Medium,45.33,1
TKT_0003327,CUST_005839,2023-02-10,Technical,Low,5.3,1
TKT_0003328,CUST_005840,2023-04-09,Billing,Low,2.64,1
TKT_0003329,CUST_005842,2024-01-11,Technical,Low,5.58,1
TKT_0003330,CUST_005842,2022-10-02,Technical,Low,8.87,1
TKT_0003331,CUST_005842,2023-03-09,Billing,Low,8.62,1
TKT_0003332,CUST_005844,2022-04-17,Technical,Low,5.83,1
TKT_0003333,CUST_005848,2022-12-03,Content,Medium,26.66,1
TKT_0003334,CUST_005848,2024-05-21,Content,Medium,5.89,1
TKT_0003335,CUST_005848,2023-11-04,Technical,Low,4.22,1
TKT_0003336,CUST_005849,2023-11-01,Technical,Low,9.49,1
TKT_0003337,CUST_005850,2022-12-22,Technical,Low,8.28,1
TKT_0003338,CUST_005852,2022-05-08,Billing,Low,9.34,1
TKT_0003339,CUST_005852,2022-12-25,Technical,Medium,11.31,1
TKT_0003340,CUST_005855,2024-04-10,Technical,Medium,16.63,1
TKT_0003341,CUST_005858,2023-06-30,Technical,Low,8.26,1
TKT_0003342,CUST_005862,2022-10-17,Technical,Medium,26.27,1
TKT_0003343,CUST_005863,2024-01-29,Billing,High,53.06,1
TKT_0003344,CUST_005864,2023-06-25,Technical,High,78.17,1
TKT_0003345,CUST_005865,2024-07-16,Content,Low,5.7,1
TKT_0003346,CUST_005865,2023-04-06,Billing,Low,13.43,1
TKT_0003347,CUST_005866,2024-12-30,Content,Medium,14.31,1
TKT_0003348,CUST_005868,2024-05-19,Technical,High,61.89,1
TKT_0003349,CUST_005868,2022-08-10,Billing,Medium,18.93,1
TKT_0003350,CUST_005869,2022-02-27,Technical,Low,8.61,1
TKT_0003351,CUST_005869,2022-08-04,Billing,Medium,16.47,1
TKT_0003352,CUST_005869,2022-07-10,Technical,Medium,38.05,1
TKT_0003353,CUST_005870,2022-09-07,Technical,Medium,26.07,1
TKT_0003354,CUST_005871,2022-04-23,Technical,Low,8.12,1
TKT_0003355,CUST_005875,2022-03-30,Technical,High,60.44,1
TKT_0003356,CUST_005877,2023-01-17,Content,Low,11.14,1
TKT_0003357,CUST_005879,2023-05-08,Billing,Low,9.18,1
TKT_0003358,CUST_005881,2022-07-30,Technical,Low,13.82,1
TKT_0003359,CUST_005883,2023-10-05,Technical,Low,6.46,0
TKT_0003360,CUST_005883,2023-08-13,Technical,Low,6.36,1
TKT_0003361,CUST_005885,2024-03-02,Content,Medium,14.64,1
TKT_0003362,CUST_005890,2022-07-10,Content,Medium,4.67,1
TKT_0003363,CUST_005894,2023-09-16,Technical,Low,3.22,1
TKT_0003364,CUST_005896,2024-05-12,Technical,Low,8.23,1
TKT_0003365,CUST_005903,2022-01-17,Billing,Medium,19.02,0
TKT_0003366,CUST_005904,2023-08-13,Technical,Medium,21.98,1
TKT_0003367,CUST_005905,2022-12-03,Billing,Low,7.45,1
TKT_0003368,CUST_005906,2023-02-19,Technical,Low,3.23,1
TKT_0003369,CUST_005908,2022-11-23,Technical,Low,12.06,1
TKT_0003370,CUST_005908,2024-02-21,Content,Low,6.13,1
TKT_0003371,CUST_005911,2024-07-14,Content,High,42.76,1
TKT_0003372,CUST_005911,2022-07-13,Content,High,41.87,1
TKT_0003373,CUST_005911,2022-11-18,Billing,Medium,26.51,1
TKT_0003374,CUST_005913,2024-08-16,Billing,Low,10.55,1
TKT_0003375,CUST_005913,2024-03-15,Billing,Low,5.12,1
TKT_0003376,CUST_005918,2023-02-15,Technical,High,33.72,1
TKT_0003377,CUST_005919,2022-07-04,Technical,Medium,16.91,1
TKT_0003378,CUST_005919,2023-05-20,Technical,Medium,35.55,1
TKT_0003379,CUST_005920,2024-06-17,Billing,Medium,27.12,1
TKT_0003380,CUST_005923,2022-01-01,Billing,Medium,36.57,1
TKT_0003381,CUST_005925,2024-11-13,Technical,Low,9.18,1
TKT_0003382,CUST_005925,2023-06-16,Billing,Low,9.49,1
TKT_0003383,CUST_005927,2022-05-13,Technical,Medium,20.14,1
TKT_0003384,CUST_005928,2024-03-23,Billing,Low,9.47,0
TKT_0003385,CUST_005930,2022-07-06,Technical,Medium,23.42,1
TKT_0003386,CUST_005932,2024-11-12,Billing,Medium,21.92,1
TKT_0003387,CUST_005932,2024-03-30,Content,Low,6.56,1
TKT_0003388,CUST_005933,2022-11-16,Content,Medium,22.37,1
TKT_0003389,CUST_005934,2024-12-12,Content,Low,6.77,1
TKT_0003390,CUST_005934,2024-10-19,Technical,Medium,16.07,1
TKT_0003391,CUST_005934,2023-01-19,Billing,Medium,21.73,1
TKT_0003392,CUST_005937,2023-03-03,Content,Low,8.39,1
TKT_0003393,CUST_005937,2023-09-22,Billing,Low,17.06,1
TKT_0003394,CUST_005938,2023-01-09,Technical,Medium,20.14,1
TKT_0003395,CUST_005940,2022-03-14,Technical,Low,8.85,1
TKT_0003396,CUST_005943,2023-04-14,Billing,Low,5.9,1
TKT_0003397,CUST_005944,2022-01-25,Technical,Low,9.1,1
TKT_0003398,CUST_005944,2024-05-08,Billing,Medium,28.78,1
TKT_0003399,CUST_005949,2022-11-11,Technical,Medium,26.72,1
TKT_0003400,CUST_005950,2022-06-26,Billing,Low,7.83,1
TKT_0003401,CUST_005952,2023-08-16,Content,Low,10.27,1
TKT_0003402,CUST_005960,2024-07-10,Content,Low,4.56,1
TKT_0003403,CUST_005963,2022-04-25,Billing,Low,12.55,1
TKT_0003404,CUST_005964,2023-04-13,Technical,Medium,24.45,1
TKT_0003405,CUST_005966,2023-06-26,Technical,Low,8.75,1
TKT_0003406,CUST_005967,2024-09-15,Billing,Low,6.11,1
TKT_0003407,CUST_005970,2024-04-02,Billing,Medium,25.71,1
TKT_0003408,CUST_005973,2023-01-01,Billing,Low,4.7,1
TKT_0003409,CUST_005976,2023-05-10,Technical,Medium,31.74,1
TKT_0003410,CUST_005977,2023-04-10,Content,Medium,26.87,0
TKT_0003411,CUST_005981,2024-08-23,Content,Medium,16.5,1
TKT_0003412,CUST_005988,2024-12-05,Technical,Low,6.52,1
TKT_0003413,CUST_005988,2022-01-06,Technical,Medium,28.35,1
TKT_0003414,CUST_005989,2023-03-23,Billing,Medium,26.67,1
TKT_0003415,CUST_005990,2023-01-04,Technical,Medium,25.4,1
TKT_0003416,CUST_005990,2024-03-28,Technical,Low,11.56,1
TKT_0003417,CUST_005992,2022-09-27,Content,High,37.98,1
